log_id,intention_id,title,category,motivation,date_created,event_date,event_type,hours_spent,perceived_importance,urgency,personal_interest,career_relevance,estimated_effort_hours,has_deadline,deadline_date,note
183,219,Read one book on statistics,Learning&Skills,Curiosity / fun,27/04/2024,16 May 2024,Planned,0.0,3.0,2.0,4.0,2.0,15.8,1,2024-10-01,
184,237,Research flights for a trip,travel,Career advancement,15/08/2023,25 Aug 2023,researching,0.5,3.0,4.0,4.0,1.0,3.4,N,,
185,248,Renew an expiring document,Home and Admin,Curiosity / fun,2024/07/23,07-23-2024,New,0.0,5.0,4.0,2.0,2.0,35.4,Y,2024-12-27,
186,121,Start a home workout routine,Fitness & Health,Social connection,21/04/2023,28 May 2023,planning,0.0,4.0,1.0,4.0,2.0,11.8,,,
187,52,Build a portfolio website,CAREER,Health & wellbeing,24 Mar 2023,03 Apr 2023,Researched,,2.0,4.0,2.0,3.0,16.4,False,,
188,111,Learn to cook healthier meals,Fitness and Health,Career advancement,05-11-2023,2023-10-17,completed,0.0,3.0,2.0,4.0,1.0,11.1,FALSE,,
189,291,Fix a recurring household issue,home/admin,Curiosity / fun,2024/02/01,2024/06/29,delayed,0.0,3.0,4.0,3.0,4.0,13.6,N,,No accountability
190,194,WRITE SHORT STORIES WEEKLY,Creative,Health & wellbeing,2024/03/20,20/03/2024,CREATED,0.0,4.0,1.0,5.0,1.0,2.3,0,,
191,267,Improve sleep schedule,Fitness & Health,Financial security,25/01/2024,2024/02/18,Research,1.5,4.0,4.0,3.0,3.0,9.3,no,,
192,312,Start a small blog,Side Project,Social connection,19/10/2023,30 Dec 2023,worked on it,4.9,3.0,medium,2.0,,6.4,True,2023-12-13,
193,1,Learn SQL properly,LEARNING & SKILLS,Personal growth,29 Jan 2025,2025/02/23,PLANNED,0.0,3.0,2.0,4.0,,6.6,,2025-04-10,
194,99,Collect and organize a hobby set,hobby,Creative expression,2025/04/30,30 Apr 2025,Created,0.0,3.0,4.0,3.0,,,FALSE,,
195,291,Fix a recurring household issue,Home & Admin,Curiosity / fun,02-01-2024,2024/05/27,continued work,0.4,3.0,4.0,3.0,4.0,13.6,N,,
196,241,Start journaling regularly,Hobby,Curiosity / fun,2023/03/09,18/03/2023,RESEARCHED,0.6,3.0,2.0,3.0,2.0,8.5,1,2023-08-29,
197,31,Learn basic public speaking,Learning & Skills,Personal growth,2024/05/12,2024-05-12,New,0.0,3.0,3.0,2.0,2.0,10.6,no,,
198,312,Start a small blog,side project,Social connection,19 Oct 2023,2024-04-08,delayed,,3.0,3.0,2.0,4.0,6.4,Yes,2023-12-13,Low energy / burnout
199,76,Review and cut subscriptions,Financial,Obligation / should-do,17/08/2023,2023-11-14,planning,,2.0,3.0,3.0,5.0,3.9,yes,2023-10-19,
200,53,Start a houseplant collection,Hobbies,Obligation / should-do,22/11/2024,11-22-2024,Created,0.0,2.0,2.0,,1.0,6.5,No,,
201,215,research a relocation destination,travel,Financial security,25 May 2023,2023/06/17,Research,1.0,3.0,3.0,3.0,1.0,20.0,,,
202,154,Redesign a personal art portfolio,Creative,Personal growth,07/11/2024,04/12/2024,Research,1.5,2.0,2.0,5.0,1.0,41.7,True,2025-01-21,
203,97,Prepare for technical interviews, Career,Creative expression,2025/05/18,08 Jun 2025,planning,0.0,3.0,1.0,1.0,2.0,4.1,,2025-07-05,
204,120,research flights for a trip,travel,Health & wellbeing,24 Feb 2025,2025/05/11,PUSHED BACK,0.0,2.0,2.0,2.0,1.0,11.5,no,,Lack of motivation
205,183,Learn to cook healthier meals,Fitness and Health,Curiosity / fun,05/07/2024,2024/07/05,Created,0.0,2.0,2.0,3.0,3.0,7.5,False,,
206,108,Repair a strained relationship,Relationships,Financial security,04 Feb 2025,2025/02/04,created,0.0,3.0,1.0,2.0,2.0,4.9,,,
207,56,Redesign a personal art portfolio,Creative,Social connection,02-10-2024,04/03/2024,Researched,2.4,3.0,2.0,2.0,1.0,5.8,Yes,2024-08-07,
208,168,learn conversational spanish,Learning & Skills,Creative expression,04 Dec 2023,01-17-2024,PUSHED BACK,0.0,3.0,4.0,2.0,3.0,,N,,Competing priorities
209,146,PLAN A TRIP ITINERARY,TRAVEL ,Career advancement,2024/03/27,2024-03-27,New,0.0,2.0,2.0,,1.0,4.1,N,,
210,173, Plan a solo trip  ,TRAVEL ,Social connection,28/07/2023,17/11/2023,CONTINUED,4.1,3.0,1.0,5.0,,4.7,True,2023-09-13,
211,166,Start meditating daily,Fitness & Health,Creative expression,2024/03/22,01 Apr 2024,researching,,4.0,4.0,2.0,1.0,6.3,N,,
212,8,Start a puzzle-solving habit,hobby,Health & wellbeing,2025-04-06,2025-06-09,PLANNED,0.0,1.0,2.0,1.0,1.0,9.7,TRUE,2025-08-15,
213,176,Write short stories weekly,CREATIVE ,Personal growth,2024-04-17,05-09-2024,Research,0.6,5.0,1.0,3.0,1.0,23.8,0,,
214,31,Learn basic public speaking,LEARNING & SKILLS,Personal growth,05-12-2024,05-30-2024,Planned,0.0,3.0,,2.0,2.0,10.6,No,,
215,50,Train for a 5k run,FITNESS & HEALTH,Career advancement,31/10/2023,12/12/2023,Research,,2.0,2.0,2.0,3.0,11.8,True,2023-11-28,
216,276,Try a new craft technique,CREATIVE ,Health & wellbeing,2025-03-08,2025/07/04,Continued,610.0,2.0,1.0,4.0,1.0,42.2,TRUE,2025-07-30,
217,319, Research investment options  ,FINANCIAL,Obligation / should-do,05 May 2025,15 May 2025,Research,,2.0,,3.0,3.0,1.0,1,2025-11-21,
218,34,Contribute to an open-source project,Side Project,Social connection,2025-01-17,17 Jan 2025,New,0.0,,,5.0,2.0,4.1,No,,
219,274,Learn touch typing,Learning & Skills,Obligation / should-do,2025-05-14,08/06/2025,RESEARCHED,0.5,3.0,2.0,2.0,1.0,3.7,TRUE,2025-09-16,
220,168,Learn conversational Spanish,learning and skills,Creative expression,12-04-2023,2024/04/08,Abandoned,0.0,3.0,4.0,2.0,3.0,6.7,FALSE,,Lost interest
221,145,Learn to cook healthier meals,FITNESS & HEALTH,Social connection,2023-04-16,16/04/2023,CREATED,0.0,3.0,1.0,1.0,2.0,9.5,N,,
222,95,Repair a strained relationship,relationships,Career advancement,14 Feb 2024,2024-03-31,delayed,,2.0,very low,1.0,2.0,35.9,TRUE,2024-08-13,Lack of motivation
223,227,Organize digital files,home/admin,Curiosity / fun,03/12/2024,10/01/2025,Planned,0.0,3.0,3.0,5.0,2.0,6.6,0,,
224,274,Learn touch typing,Learning & Skills,Obligation / should-do,2025-05-14,25/06/2025,STARTED ,0.0,3.0,,2.0,1.0,3.7,Y,2025-09-16,
225,49, Set up automatic savings  ,Finance,Creative expression,2023/10/20,20/10/2023,New,0.0,2.0,2.0,4.0,,2.8,no,,
226,169,Compare insurance providers,financial,Career advancement,13 Apr 2025,2025/05/05,researching,0.9,3.0,3.0,2.0,,9.5,FALSE,,
227,150,read one book on statistics,LEARNING & SKILLS,Obligation / should-do,02/05/2023,2023/06/09,Replaced,0.0,2.0,2.0,2.0,1.0,2.3,no,,Replaced by a different priority
228,45,Write a long-overdue message,Relationships,Health & wellbeing,13/10/2023,27/12/2023,planning,0.0,5.0,1.0,4.0,1.0,5.3,No,,
229,170,Research a relocation destination,travel,Obligation / should-do,2023-11-19,2024-05-12,Continued,0.5,3.0,2.0,,1.0,5.1,True,2024-01-01,
230,90,Learn key phrases for a trip, Travel,Creative expression,28 Mar 2024,16 Apr 2024,researching,2.2,3.0,medium,2.0,1.0,3.1,no,,
231,96,Learn touch typing,learning and skills,Creative expression,08-13-2023,28/01/2024,PUSHED BACK,0.0,2.0,3.0,3.0,5.0,22.4,TRUE,2024-02-21,No accountability
232,65,Learn touch typing,learning and skills,Curiosity / fun,2025-04-29,29 Apr 2025,Created,0.0,3.0,3.0,low,5.0,3.3,1,2025-05-13,
233,84,Automate a recurring bill payment,home/admin,Curiosity / fun,13 Mar 2023,30/06/2023,DONE,0.0,2.0,4.0,3.0,2.0,8.7,no,,
234,275,Start a small blog,SIDE PROJECT,Curiosity / fun,2024-02-10,2024-02-20,RESEARCHED,1.8,3.0,4.0,1.0,1.0,30.7,no,,
235,305,Plan a solo trip,TRAVEL ,Financial security,02-25-2024,02-25-2024,CREATED,0.0,4.0,3.0,3.0,1.0,5.8,False,,
236,291,fix a recurring household issue,Home and Admin,Curiosity / fun,2024/02/01,2024/03/07,RESEARCHED,0.5,3.0,4.0,3.0,4.0,13.6,no,,
237,298,Reduce screen time before bed,fitness/health,Obligation / should-do,2023/04/06,04-06-2023,created,0.0,4.0,1.0,1.0,1.0,25.4,,,
238,55,schedule regular calls with family,RELATIONSHIPS,Curiosity / fun,25/09/2023,2023/09/25,Created,0.0,4.0,1.0,4.0,1.0,3.4,Yes,2024-04-09,
239,13,Set up a filing system,Home and Admin,Health & wellbeing,2023/08/03,08-03-2023,Created,0.0,2.0,2.0,2.0,1.0,17.0,no,,
240,159,TRAIN FOR A 5K RUN,Fitness & Health,Social connection,03-03-2023,03-03-2023,created,0.0,3.0,2.0,3.0,1.0,3.1,Y,2023-06-03,
241,95,Repair a strained relationship,Relationship,Career advancement,02-14-2024,07-14-2024,ABANDONED,0.0,2.0,1.0,1.0,2.0,35.9,True,2024-08-13,Blocked by dependency
242,169,Compare insurance providers,financial,Career advancement,2025/04/13,05/06/2025,RESEARCHED,0.5,3.0,3.0,2.0,3.0,9.5,No,,
243,7,Study for a certification exam,learning and skills,Curiosity / fun,2023-04-10,2023/06/16,Researched,,2.0,4.0,3.0,1.0,17.1,N,,
244,90,Learn key phrases for a trip,travel,Creative expression,28/03/2024,11 May 2024,Researched,3.9,3.0,3.0,2.0,,3.1,False,,
245,117,Deep clean the kitchen,Home and Admin,Career advancement,2024-10-27,2024-11-14,researching,1.9,3.0,2.0,4.0,3.0,9.6,TRUE,2025-04-25,
246,170,Research a relocation destination,TRAVEL ,Obligation / should-do,2023-11-19,2023/11/23,RESEARCHED,0.2,3.0,,,1.0,5.1,Yes,2024-01-01,
247,267,Improve sleep schedule,Fitness & Health,Financial security,25/01/2024,06 Oct 2024,CONTINUED,9.0,4.0,4.0,3.0,3.0,9.3,N,,
248,20,start a small garden,Hobbies,Financial security,2024/08/20,10-25-2024,planning,0.0,1.0,2.0,3.0,1.0,6.6,no,,
249,57,Research visa requirements,travel,Career advancement,08 Feb 2025,08/07/2025,Abandoned,0.0,3.0,3.0,5.0,1.0,55.7,no,,Unclear next step
250,139,build a personal dashboard,side project,Curiosity / fun,19 Dec 2023,09 Jan 2024,researching,1.7,2.0,medium,2.0,3.0,13.9,False,,
251,198,Improve sleep schedule,fitness/health,Obligation / should-do,22/03/2023,06/05/2023,delayed,0.0,1.0,4.0,4.0,1.0,8.4,0,,Low energy / burnout
252,37,Learn basic woodworking,hobby,Career advancement,08/01/2023,08 Jan 2023,created,0.0,3.0,1.0,2.0,2.0,6.7,Y,2023-07-02,
253,130,Start a puzzle-solving habit,Hobbies,Health & wellbeing,2023/11/27,2024/03/06,CONTINUED,0.8,2.0,1.0,3.0,1.0,15.3,no,,
254,51,Organize digital files,Home and Admin,Personal growth,21 Feb 2023,2023-02-26,Researched,,1.0,3.0,5.0,,2.1,0,,
255,200,Start sketching daily,creative,Career advancement,15 Oct 2024,2025-02-04,Abandoned,0.0,2.0,4.0,4.0,1.0,13.7,yes,2025-01-02,Lack of money
256,91,Start going to the gym 3x/week,Fitness & Health,Curiosity / fun,18/10/2023,06-09-2024,Completed,0.0,3.0,3.0,2.0,2.0,5.1,N,,
257,9,Plan a family visit,Relationship,Curiosity / fun,19 Jul 2024,2024-11-11,worked on it,4.9,4.0,2.0,3.0,1.0,2.2,0,,
258,90,Learn key phrases for a trip, Travel,Creative expression,2024-03-28,2024/04/04,Research,0.5,3.0,3.0,,1.0,3.1,no,,
259,246,Set up automatic savings,financial,Creative expression,06 Jun 2023,08/06/2023,Research,,3.0,2.0,3.0,3.0,59.7,no,,
260,20,Start a small garden,Hobby,Financial security,20 Aug 2024,2024/09/02,researching,3.1,1.0,2.0,3.0,1.0,6.6,N,,
261,136,Prototype a small app idea,side project,Creative expression,2024-12-08,01-02-2025,Research,2.3,2.0,1.0,5.0,3.0,25.6,N,,
262,301,Improve sleep schedule,Fitness and Health,Health & wellbeing,2023-03-21,2023/03/21,New,0.0,4.0,1.0,low,,7.0,N,,
263,298,Reduce screen time before bed,Fitness and Health,Obligation / should-do,2023-04-06,2023-05-08,PLANNED,,4.0,1.0,1.0,1.0,25.4,,,
264,294,Pay off a small debt,Finance,Personal growth,01-11-2025,2025-01-11,New,0.0,3.0,4.0,medium,1.0,12.2,N,,
265,224,Start journaling regularly,Hobby,Health & wellbeing,2025-06-25,27 Jul 2025,PUSHED BACK,0.0,3.0,5.0,3.0,1.0,21.0,FALSE,,Blocked by dependency
266,40,BUILD AN AUTOMATION SCRIPT,side project,Creative expression,2025/01/10,11/02/2025,researching,0.4,3.0,1.0,3.0,2.0,2.9,No,,
267,276,Try a new craft technique,Creative,Health & wellbeing,08/03/2025,29/03/2025,RESEARCHED,1.2,2.0,1.0,4.0,1.0,42.2,TRUE,2025-07-30,
268,179,Organize a small get-together,Relationship,Personal growth,05/09/2024,10-06-2024,planning,0.0,4.0,3.0,4.0,2.0,28.3,No,,
269,161,Learn the basics of investing,Financial,Health & wellbeing,07-06-2024,2024-07-06,CREATED,0.0,4.0,1.0,3.0,1.0,5.5,N,,
270,83, Build a personal dashboard  ,SideProject,Financial security,2024-12-04,04/12/2024,CREATED,0.0,3.0,1.0,1.0,4.0,11.0,No,,
271,127,BOOK A LONG-POSTPONED TRIP,TRAVEL ,Creative expression,2024-03-19,2024-09-15,PUSHED BACK,0.0,1.0,4.0,3.0,1.0,3.3,False,,Competing priorities
272,152,plan a trip itinerary, Travel,Obligation / should-do,01/11/2023,01 Nov 2023,New,0.0,5.0,3.0,3.0,,15.3,no,,
273,147,Track spending for a month,FINANCIAL,Obligation / should-do,27 Apr 2023,2023-04-27,created,0.0,3.0,1.0,3.0,1.0,20.6,no,,
274,120,Research flights for a trip, Travel,Health & wellbeing,24/02/2025,2025/02/24,New,0.0,,2.0,2.0,1.0,11.5,,,
275,230,Ask for a performance review,Career,Financial security,07 Sep 2023,2023/10/01,RESEARCHED,1.5,3.0,1.0,1.0,4.0,3.8,No,,
276,299,Build an automation script,Side Project,Personal growth,2023-01-19,26 Jan 2023,Researched,1.1,2.0,,2.0,2.0,32.7,,,
277,39,Start a freelance side gig,SIDE PROJECT,Financial security,10-13-2023,2023/12/19,delayed,0.0,2.0,3.0,3.0,1.0,9.5,FALSE,,Lack of time
278,73,update personal records,Home & Admin,Financial security,2025/04/01,01/04/2025,New,0.0,3.0,4.0,3.0,2.0,15.2,,,
279,213,Build a personal dashboard,SideProject,Social connection,2023/10/07,19 Oct 2023,Researched,0.4,4.0,,4.0,1.0,5.9,no,,
280,131,Track spending for a month,Finance,Obligation / should-do,2023-09-07,2023/11/11,Research,2.2,,3.0,3.0,1.0,82.8,No,,
281,214,Plan a weekend getaway, Travel,Health & wellbeing,03/02/2025,2025-07-11,DONE,0.0,1.0,,4.0,1.0,11.2,FALSE,,
282,91,Start going to the gym 3x/week,FITNESS & HEALTH,Curiosity / fun,18/10/2023,03-20-2024,Continued,3.5,3.0,3.0,2.0,,,0,,
283,317,Renew an expiring document,HOME & ADMIN,Personal growth,2023-05-21,21 May 2023,created,0.0,3.0,3.0,2.0,1.0,,True,2023-10-02,
284,129,Learn a card or board game deeply,Hobby,Obligation / should-do,2025/03/04,2025/04/05,Research,0.3,2.0,4.0,3.0,1.0,6.5,0,,
285,197,Write a long-overdue message,relationships,Personal growth,08 Sep 2023,09-08-2023,created,0.0,4.0,3.0,2.0,1.0,8.1,FALSE,,
286,55,Schedule regular calls with family,Relationship,Curiosity / fun,09-25-2023,14 Nov 2023,PUSHED BACK,0.0,4.0,1.0,4.0,,3.4,yes,2024-04-09,Overestimated effort required
287,193,Build a personal data project,Side Project,Social connection,24/09/2024,2025-01-12,Abandoned,0.0,3.0,4.0,3.0,3.0,7.5,Y,2025-03-18,Perfectionism / fear of failure
288,289,Learn basic public speaking,Learning & Skills,Creative expression,2024/10/23,2024-11-10,Researched,4.7,3.0,4.0,3.0,1.0,11.7,TRUE,2025-01-08,
289,111,LEARN TO COOK HEALTHIER MEALS,Fitness & Health,Career advancement,11 May 2023,07-21-2023,Started,0.0,medium,2.0,4.0,1.0,,,,
290,247,Finish an online Python course,LEARNING & SKILLS,Health & wellbeing,05-01-2025,29/05/2025,CONTINUED,2.9,2.0,1.0,3.0,5.0,4.0,True,2025-09-02,
291,49,Set up automatic savings,Financial,Creative expression,2023-10-20,2023/12/19,STARTED ,0.0,2.0,2.0,4.0,3.0,2.8,,,
292,174,PLAN A TRIP ITINERARY,TRAVEL ,Financial security,2023/05/05,05 May 2023,CREATED,0.0,2.0,2.0,,,,Yes,2023-10-27,
293,267,Improve sleep schedule,fitness/health,Financial security,2024-01-25,2024-03-01,STARTED ,0.0,4.0,4.0,3.0,3.0,9.3,False,,
294,20,Start a small garden,Hobbies,Financial security,2024-08-20,09 Jan 2025,PUSHED BACK,0.0,1.0,2.0,3.0,1.0,6.6,N,,Lack of money
295,266,Pay off a small debt,financial,Obligation / should-do,2023/12/02,12-02-2023,CREATED,0.0,1.0,1.0,3.0,1.0,14.0,1,2024-04-21,
296,201,Plan a weekend getaway,Travel,Health & wellbeing,11-24-2024,2024/12/02,RESEARCHED,3.1,,medium,3.0,1.0,15.3,FALSE,,
297,186,Find a mentor in my field, Career,Obligation / should-do,02-01-2025,2025-02-21,postponed,0.0,1.0,very low,3.0,4.0,7.7,N,,Unclear next step
298,106,start a houseplant collection,Hobby,Obligation / should-do,2025-05-27,06-26-2025,Research,4.1,1.0,1.0,3.0,1.0,3.6,N,,
299,237,Research flights for a trip,Travel,Career advancement,2023-08-15,08-15-2023,Created,0.0,3.0,4.0,4.0,1.0,3.4,,,
300,182,plan a savings goal,Finance,Creative expression,08-16-2024,2024-11-04,Completed,0.0,3.0,,4.0,3.0,57.2,FALSE,,
301,130, Start a puzzle-solving habit  ,Hobbies,Health & wellbeing,2023-11-27,2024-01-18,STARTED ,0.0,2.0,1.0,3.0,1.0,15.3,False,,
302,292,Start a houseplant collection,HOBBY,Curiosity / fun,03-19-2025,2025-03-23,RESEARCHED,2.4,1.0,3.0,3.0,2.0,15.0,False,,
303,198,Improve sleep schedule,fitness/health,Obligation / should-do,2023-03-22,22/03/2023,New,0.0,1.0,4.0,4.0,1.0,8.4,No,,
304,96,Learn touch typing,learning and skills,Creative expression,13 Aug 2023,03-16-2024,Completed,0.0,2.0,3.0,3.0,5.0,22.4,Y,2024-02-21,
305,38,Write short stories weekly,Creativity,Health & wellbeing,02-02-2023,2023/02/02,CREATED,0.0,3.0,3.0,3.0,1.0,2.1,No,,
306,234,LEARN SQL PROPERLY,learning and skills,Curiosity / fun,2023/05/15,29 Jun 2023,continued work,1.1,5.0,4.0,4.0,3.0,,Y,2023-07-28,
307,302,Build a personal dashboard,side project,Career advancement,2025-05-05,01 Aug 2025,ABANDONED,0.0,2.0,,4.0,2.0,30.9,No,,Overestimated effort required
308,219,Read one book on statistics,Learning&Skills,Curiosity / fun,2024-04-27,03 May 2024,RESEARCHED,1.9,3.0,2.0,4.0,2.0,15.8,True,2024-10-01,
309,222,Research a relocation destination,Travel,Personal growth,10/04/2023,01/06/2023,Began,0.0,2.0,3.0,2.0,1.0,45.7,TRUE,2023-09-08,
310,69,Call an old friend,Relationship,Career advancement,2023-02-12,2023/05/05,continued work,-1.1,2.0,2.0,3.0,1.0,5.3,,,
311,306,Plan a road trip route,Travel,Creative expression,19/10/2023,21 Nov 2023,PLANNED,0.0,4.0,4.0,5.0,,3.0,no,,
312,221,Plan a family visit,RELATIONSHIPS,Social connection,24/05/2023,08-15-2023,CONTINUED,4.9,4.0,1.0,5.0,1.0,,TRUE,2023-06-16,
313,55,Schedule regular calls with family,relationships,Curiosity / fun,2023-09-25,05 Oct 2023,RESEARCHED,0.3,4.0,1.0,4.0,,3.4,1,2024-04-09,
314,158,Plan a family visit,Relationships,Social connection,2024/07/11,2024-07-12,Researched,0.4,4.0,3.0,3.0,1.0,1.8,yes,2024-09-01,
315,228,Research career change options,Career,Creative expression,10-10-2023,2023/10/10,CREATED,0.0,4.0,4.0,1.0,,,yes,2023-11-24,
316,57,Research visa requirements,travel,Career advancement,08/02/2025,08 Feb 2025,Created,0.0,3.0,3.0,5.0,1.0,,FALSE,,
317,54,Complete a data visualization course,learning and skills,Health & wellbeing,15/08/2024,10-13-2024,Research,0.3,1.0,4.0,1.0,1.0,9.2,0,,
318,277, Build a personal dashboard  ,SideProject,Curiosity / fun,18 Jul 2023,24/08/2023,Began,0.0,,2.0,5.0,1.0,15.9,False,,
319,127,Book a long-postponed trip,TRAVEL ,Creative expression,03-19-2024,2024/03/19,created,-0.0,1.0,4.0,3.0,1.0,3.3,N,,
320,277,Build a personal dashboard,SIDE PROJECT,Curiosity / fun,18 Jul 2023,2023/07/25,Research,0.3,3.0,2.0,5.0,1.0,15.9,FALSE,,
321,227, Organize digital files  ,Home and Admin,Curiosity / fun,03/12/2024,2025/05/19,Abandoned,0.0,3.0,,5.0,2.0,6.6,,,Unclear next step
322,185,Start a photography project,Creative,Obligation / should-do,2024/08/08,28/09/2024,Began,0.0,4.0,1.0,3.0,1.0,23.9,N,,
323,9,Plan a family visit,Relationships,Curiosity / fun,19 Jul 2024,23/10/2024,worked on it,3.8,4.0,2.0,3.0,1.0,2.2,no,,
324,185,Start a photography project,Creative,Obligation / should-do,2024-08-08,2024/11/13,Done!,-0.0,4.0,1.0,3.0,1.0,23.9,no,,
325,246,Set up automatic savings,Finance,Creative expression,2023-06-06,2023/06/29,delayed,0.0,3.0,2.0,3.0,3.0,59.7,N,,Unclear next step
326,179,Organize a small get-together,Relationship,Personal growth,05/09/2024,2025-01-03,Abandoned,0.0,,3.0,4.0,2.0,28.3,no,,Unclear next step
327,263,PLAN A FAMILY VISIT,Relationships,Creative expression,10-18-2023,10-18-2023,CREATED,0.0,3.0,3.0,5.0,2.0,8.2,no,,
328,61,Learn basic calligraphy,hobby,Social connection,14/11/2024,2024-11-14,Created,0.0,2.0,,4.0,2.0,8.0,no,,
329,130,Start a puzzle-solving habit,Hobby,Health & wellbeing,2023/11/27,2024/01/31,Continued,3.9,2.0,1.0,3.0,1.0,15.3,,,
330,43,Get a professional certification,career,Curiosity / fun,03-04-2023,13/04/2023,planning,0.0,3.0,3.0,4.0,,6.1,N,,
331,284,Track spending for a month,financial,Social connection,2024-04-07,2024/05/08,Abandoned,0.0,4.0,2.0,3.0,4.0,12.9,yes,2024-07-24,Lack of motivation
332,41,Try a new craft technique,CREATIVE ,Health & wellbeing,04-06-2025,2025/05/17,Researched,0.6,3.0,3.0,4.0,2.0,2.4,,,
333,54, Complete a data visualization course  ,learning and skills,Health & wellbeing,15 Aug 2024,07/11/2024,PLANNED,0.0,1.0,4.0,1.0,,9.2,0,,
334,5,Start sketching daily,Creativity,Personal growth,26 Aug 2024,09-30-2024,RESEARCHED,0.9,4.0,2.0,3.0,1.0,5.0,yes,2024-09-10,
335,227,Organize digital files,home/admin,Curiosity / fun,03/12/2024,19/12/2024,researching,1.1,3.0,3.0,5.0,2.0,6.6,N,,
336,139,Build a personal dashboard,side project,Curiosity / fun,19/12/2023,02-06-2024,Research,1.2,,3.0,2.0,3.0,13.9,FALSE,,
337,141,Read one book on statistics,Learning&Skills,Personal growth,20 Nov 2023,03/01/2024,planning,0.0,2.0,3.0,2.0,1.0,2.0,1,2024-04-19,
338,214,Plan a weekend getaway,travel,Health & wellbeing,02-03-2025,03 Feb 2025,CREATED,0.0,1.0,1.0,4.0,,11.2,FALSE,,
339,254,Start a puzzle-solving habit,Hobbies,Social connection,30/01/2023,03-04-2023,Researched,0.6,1.0,2.0,2.0,1.0,24.8,Y,2023-08-11,
340,196,Ask for a performance review,career,Curiosity / fun,2025-03-26,03/05/2025,PUSHED BACK,0.0,1.0,2.0,1.0,,16.2,True,2025-07-09,Lost interest
341,58,Plan a weekend getaway, Travel,Health & wellbeing,2024/07/30,25/08/2024,Research,-1.7,1.0,2.0,4.0,,4.7,N,,
342,26,Ask for a performance review, Career,Health & wellbeing,2024/05/27,2024-06-11,Researched,2.5,5.0,1.0,2.0,2.0,5.2,0,,
343,293,Complete a data visualization course,Learning&Skills,Obligation / should-do,2023/04/07,2023/04/07,CREATED,0.0,3.0,1.0,3.0,1.0,4.8,0,,
